band,a_min,s_max,top_n,selector,entry_id,repetition,eligible_count,status,selected_line_id,seed,reproducible,selected_weight,minimum_weight,maximum_weight,maximum_weight_ratio,selected_abstraction_similarity,selected_surface_similarity,selected_domain_primary
neighbor,0.425,0.4,10,uniform,E002,2,5,line,L101,18076360836035844122,true,1.0,1.0,1.0,1.0,0.45774265,0.32990119,expectation
neighbor,0.425,0.4,10,uniform,E002,3,5,line,L033,3549279955528802194,true,1.0,1.0,1.0,1.0,0.50902639,0.15610312,relationship
neighbor,0.425,0.4,10,uniform,E003,1,9,line,L004,9795306835945811074,true,1.0,1.0,1.0,1.0,0.55661925,0.17748176,choice
neighbor,0.425,0.4,10,uniform,E003,2,5,line,L057,17565425801133371163,true,1.0,1.0,1.0,1.0,0.43294838,0.23557381,failure
neighbor,0.425,0.4,10,uniform,E003,3,9,line,L004,14691705969429648236,true,1.0,1.0,1.0,1.0,0.52711788,0.17748176,choice
neighbor,0.425,0.4,10,uniform,E004,1,4,line,L014,7307250828110910356,true,1.0,1.0,1.0,1.0,0.46012077,0.29672754,uncertainty
neighbor,0.425,0.4,10,uniform,E004,2,5,line,L015,1221977699985596942,true,1.0,1.0,1.0,1.0,0.42634336,0.33712419,uncertainty
neighbor,0.425,0.4,10,uniform,E004,3,4,line,L011,14426421530041133937,true,1.0,1.0,1.0,1.0,0.49460933,0.38158767,uncertainty
neighbor,0.425,0.4,10,uniform,E005,1,4,line,L107,7282619217601536890,true,1.0,1.0,1.0,1.0,0.51433535,0.35910134,expectation
neighbor,0.425,0.4,10,uniform,E005,2,6,line,L067,15748930167514970636,true,1.0,1.0,1.0,1.0,0.47496179,0.35715443,change
neighbor,0.425,0.4,10,uniform,E005,3,5,line,L012,16753612837345930773,true,1.0,1.0,1.0,1.0,0.48708478,0.35046519,uncertainty
neighbor,0.425,0.4,10,uniform,E006,1,6,line,L055,10262907433805545832,true,1.0,1.0,1.0,1.0,0.46116804,0.31585709,failure
neighbor,0.425,0.4,10,uniform,E006,2,4,line,L023,18042843141699994572,true,1.0,1.0,1.0,1.0,0.49999514,0.35435937,relationship
neighbor,0.425,0.4,10,uniform,E006,3,4,line,L023,1163312150509658095,true,1.0,1.0,1.0,1.0,0.49999514,0.35435937,relationship
neighbor,0.425,0.4,10,uniform,E007,1,9,line,L071,1123868814260843555,true,1.0,1.0,1.0,1.0,0.55672482,0.36771435,loss
neighbor,0.425,0.4,10,uniform,E007,2,9,line,L022,17707032008760263518,true,1.0,1.0,1.0,1.0,0.45749242,0.29381087,relationship
neighbor,0.425,0.4,10,uniform,E007,3,9,line,L076,15890260528026092210,true,1.0,1.0,1.0,1.0,0.46465665,0.24737956,loss
neighbor,0.425,0.4,10,uniform,E008,1,1,line,L024,9089463680271204443,true,1.0,1.0,1.0,1.0,0.45418066,0.33264434,relationship
neighbor,0.425,0.4,10,uniform,E008,2,4,line,L101,1622075943198844954,true,1.0,1.0,1.0,1.0,0.42650536,0.34201367,expectation
neighbor,0.425,0.4,10,uniform,E008,3,3,line,L082,10835537203951822082,true,1.0,1.0,1.0,1.0,0.4420239,0.35274282,self
neighbor,0.425,0.4,10,uniform,E009,1,5,line,L045,15737626019537287687,true,1.0,1.0,1.0,1.0,0.45764067,0.33597565,work
neighbor,0.425,0.4,10,uniform,E009,2,3,line,L034,7017005612764680389,true,1.0,1.0,1.0,1.0,0.47160783,0.18616093,relationship
neighbor,0.425,0.4,10,uniform,E009,3,7,line,L045,16654790029986043526,true,1.0,1.0,1.0,1.0,0.54551964,0.33597565,work
neighbor,0.425,0.4,10,uniform,E010,1,6,line,L007,7474984048184739343,true,1.0,1.0,1.0,1.0,0.45563553,0.26188547,choice
neighbor,0.425,0.4,10,uniform,E010,2,4,line,L087,13968013845702785015,true,1.0,1.0,1.0,1.0,0.6279804,0.39540397,self
neighbor,0.425,0.4,10,uniform,E010,3,6,line,L031,2342842644922167404,true,1.0,1.0,1.0,1.0,0.4930794,0.35939074,relationship
neighbor,0.425,0.4,10,uniform,E011,1,6,line,L021,15445412766682343378,true,1.0,1.0,1.0,1.0,0.45114529,0.29820927,relationship
neighbor,0.425,0.4,10,uniform,E011,2,6,line,L082,16452615835445950093,true,1.0,1.0,1.0,1.0,0.44389351,0.32516403,self
neighbor,0.425,0.4,10,uniform,E011,3,9,line,L032,2807033777464634395,true,1.0,1.0,1.0,1.0,0.53023901,0.32661157,relationship
neighbor,0.425,0.4,10,uniform,E012,1,7,line,L082,9319747233651277781,true,1.0,1.0,1.0,1.0,0.51419189,0.36664174,self
neighbor,0.425,0.4,10,uniform,E012,2,5,line,L035,8099451354487219362,true,1.0,1.0,1.0,1.0,0.56304561,0.36599469,relationship
neighbor,0.425,0.4,10,uniform,E012,3,7,line,L022,6717569070870376100,true,1.0,1.0,1.0,1.0,0.58195648,0.24200782,relationship
neighbor,0.425,0.4,10,uniform,E013,1,2,line,L101,12514979856087306974,true,1.0,1.0,1.0,1.0,0.52363832,0.33099117,expectation
neighbor,0.425,0.4,10,uniform,E013,2,2,line,L032,10562541228388731142,true,1.0,1.0,1.0,1.0,0.44368959,0.33957991,relationship
neighbor,0.425,0.4,10,uniform,E013,3,2,line,L032,16840386472138250256,true,1.0,1.0,1.0,1.0,0.43683239,0.33957991,relationship
neighbor,0.425,0.4,10,uniform,E014,1,0,silence,,4994277167912552707,true,,,,,,,
neighbor,0.425,0.4,10,uniform,E014,2,0,silence,,17154228650628662984,true,,,,,,,
neighbor,0.425,0.4,10,uniform,E014,3,0,silence,,11828780811247916003,true,,,,,,,
neighbor,0.425,0.4,10,uniform,E015,1,9,line,L037,5108536779453357120,true,1.0,1.0,1.0,1.0,0.45500722,0.2336148,relationship
neighbor,0.425,0.4,10,uniform,E015,2,7,line,L004,4963155642254140804,true,1.0,1.0,1.0,1.0,0.4801776,0.34903811,choice
neighbor,0.425,0.4,10,uniform,E015,3,7,line,L088,16652227655731484285,true,1.0,1.0,1.0,1.0,0.46843045,0.23145982,self
neighbor,0.425,0.4,10,uniform,E016,1,9,line,L024,7643935400145056541,true,1.0,1.0,1.0,1.0,0.44371644,0.27476525,relationship
neighbor,0.425,0.4,10,uniform,E016,2,9,line,L106,17827920318451893469,true,1.0,1.0,1.0,1.0,0.4740658,0.35841907,expectation
neighbor,0.425,0.4,10,uniform,E016,3,9,line,L114,2023343022544715862,true,1.0,1.0,1.0,1.0,0.43326794,0.3460203,daily_life
neighbor,0.425,0.4,10,uniform,E017,1,5,line,L095,10219562820779695759,true,1.0,1.0,1.0,1.0,0.48292206,0.3584124,time
neighbor,0.425,0.4,10,uniform,E017,2,2,line,L064,11457425130941659040,true,1.0,1.0,1.0,1.0,0.48530162,0.38642203,change
neighbor,0.425,0.4,10,uniform,E017,3,7,line,L107,15934300896051240561,true,1.0,1.0,1.0,1.0,0.45115981,0.22011605,expectation
neighbor,0.425,0.4,10,uniform,E018,1,8,line,L118,15936931154767373137,true,1.0,1.0,1.0,1.0,0.4686331,0.27811751,daily_life
neighbor,0.425,0.4,10,uniform,E018,2,0,silence,,5212375706318490410,true,,,,,,,
neighbor,0.425,0.4,10,uniform,E018,3,8,line,L102,10842978474012102864,true,1.0,1.0,1.0,1.0,0.5916111,0.3536098,expectation
neighbor,0.425,0.4,10,uniform,E019,1,5,line,L062,2482854344084269788,true,1.0,1.0,1.0,1.0,0.44006104,0.31299574,change
neighbor,0.425,0.4,10,uniform,E019,2,8,line,L013,847488523742959676,true,1.0,1.0,1.0,1.0,0.50304362,0.19491762,uncertainty
neighbor,0.425,0.4,10,uniform,E019,3,5,line,L043,12999710830113562700,true,1.0,1.0,1.0,1.0,0.44744407,0.2539084,work
neighbor,0.425,0.4,10,uniform,E020,1,8,line,L042,17570569190978810571,true,1.0,1.0,1.0,1.0,0.55722802,0.33421199,work
neighbor,0.425,0.4,10,uniform,E020,2,8,line,L068,14777161230378505879,true,1.0,1.0,1.0,1.0,0.48590655,0.33357445,change
neighbor,0.425,0.4,10,uniform,E020,3,8,line,L115,14078745486532302547,true,1.0,1.0,1.0,1.0,0.50774336,0.24053052,daily_life
neighbor,0.425,0.4,10,uniform,E021,1,8,line,L033,4273160823726804535,true,1.0,1.0,1.0,1.0,0.46741523,0.21012102,relationship
neighbor,0.425,0.4,10,uniform,E021,2,10,line,L022,4780355652012951342,true,1.0,1.0,1.0,1.0,0.46066697,0.13873288,relationship
neighbor,0.425,0.4,10,uniform,E021,3,10,line,L031,9564867978829526387,true,1.0,1.0,1.0,1.0,0.47209261,0.25397302,relationship
neighbor,0.425,0.4,10,uniform,E022,1,5,line,L054,7567060495963791278,true,1.0,1.0,1.0,1.0,0.50542412,0.24516813,failure
neighbor,0.425,0.4,10,uniform,E022,2,5,line,L063,2550724108362446449,true,1.0,1.0,1.0,1.0,0.53843198,0.23077668,change
neighbor,0.425,0.4,10,uniform,E022,3,5,line,L027,10428351203441084270,true,1.0,1.0,1.0,1.0,0.51387328,0.25064178,relationship
neighbor,0.425,0.4,10,uniform,E023,1,6,line,L068,12225648772027476851,true,1.0,1.0,1.0,1.0,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,uniform,E023,2,6,line,L068,15146102931498470855,true,1.0,1.0,1.0,1.0,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,uniform,E023,3,6,line,L048,11516105883259442250,true,1.0,1.0,1.0,1.0,0.43255274,0.35975242,work
neighbor,0.425,0.4,10,uniform,E024,1,6,line,L068,330473171419209412,true,1.0,1.0,1.0,1.0,0.51061319,0.38063633,change
neighbor,0.425,0.4,10,uniform,E024,2,5,line,L032,16825835966078418111,true,1.0,1.0,1.0,1.0,0.51159863,0.28990894,relationship
neighbor,0.425,0.4,10,uniform,E024,3,6,line,L004,1150077449655025461,true,1.0,1.0,1.0,1.0,0.54731384,0.27197478,choice
neighbor,0.425,0.4,10,uniform,E025,1,10,line,L076,5288228495175161201,true,1.0,1.0,1.0,1.0,0.43309741,0.19088503,loss
neighbor,0.425,0.4,10,uniform,E025,2,10,line,L066,12352902315759129894,true,1.0,1.0,1.0,1.0,0.46094501,0.27486681,change
neighbor,0.425,0.4,10,uniform,E025,3,9,line,L085,17327024317641569776,true,1.0,1.0,1.0,1.0,0.45776486,0.2700306,self
neighbor,0.425,0.4,10,uniform,E026,1,3,line,L114,7461710069461762370,true,1.0,1.0,1.0,1.0,0.46057759,0.3418251,daily_life
neighbor,0.425,0.4,10,uniform,E026,2,4,line,L007,18098212098119025639,true,1.0,1.0,1.0,1.0,0.46068326,0.26683279,choice
neighbor,0.425,0.4,10,uniform,E026,3,5,line,L043,5106098356127507995,true,1.0,1.0,1.0,1.0,0.46338045,0.3131226,work
neighbor,0.425,0.4,10,uniform,E027,1,4,line,L031,12710915507337412627,true,1.0,1.0,1.0,1.0,0.47089164,0.24453802,relationship
neighbor,0.425,0.4,10,uniform,E027,2,8,line,L031,6417914055427047881,true,1.0,1.0,1.0,1.0,0.48899561,0.24453802,relationship
neighbor,0.425,0.4,10,uniform,E027,3,4,line,L031,2737858224479029675,true,1.0,1.0,1.0,1.0,0.46855269,0.24453802,relationship
neighbor,0.425,0.4,10,uniform,E028,1,8,line,L107,16856995648896496,true,1.0,1.0,1.0,1.0,0.48925781,0.22831233,expectation
neighbor,0.425,0.4,10,uniform,E028,2,9,line,L097,6279286373351141716,true,1.0,1.0,1.0,1.0,0.77156645,0.33459265,time
neighbor,0.425,0.4,10,uniform,E028,3,8,line,L014,10423223718057304698,true,1.0,1.0,1.0,1.0,0.48983729,0.34648482,uncertainty
neighbor,0.425,0.4,10,uniform,E029,1,8,line,L034,6883957246945208592,true,1.0,1.0,1.0,1.0,0.48242462,0.24938173,relationship
neighbor,0.425,0.4,10,uniform,E029,2,6,line,L117,5957727193249846668,true,1.0,1.0,1.0,1.0,0.46079717,0.25932428,daily_life
neighbor,0.425,0.4,10,uniform,E029,3,8,line,L033,15557198007359036769,true,1.0,1.0,1.0,1.0,0.45852667,0.20041477,relationship
neighbor,0.425,0.4,10,uniform,E030,1,6,line,L044,9683567800026816012,true,1.0,1.0,1.0,1.0,0.45699288,0.24722714,work
neighbor,0.425,0.4,10,uniform,E030,2,6,line,L117,15328553586266511351,true,1.0,1.0,1.0,1.0,0.48240944,0.28183646,daily_life
neighbor,0.425,0.4,10,uniform,E030,3,6,line,L117,10308303624880637439,true,1.0,1.0,1.0,1.0,0.48312128,0.28183646,daily_life
neighbor,0.425,0.4,10,uniform,E031,1,7,line,L064,12794797496014467620,true,1.0,1.0,1.0,1.0,0.43045227,0.3131894,change
neighbor,0.425,0.4,10,uniform,E031,2,8,line,L105,12967263327635345140,true,1.0,1.0,1.0,1.0,0.4752235,0.31395301,expectation
neighbor,0.425,0.4,10,uniform,E031,3,7,line,L105,12688601981085555976,true,1.0,1.0,1.0,1.0,0.47269659,0.31395301,expectation
neighbor,0.425,0.4,10,uniform,E032,1,7,line,L042,15363036219394373628,true,1.0,1.0,1.0,1.0,0.55860899,0.3735743,work
neighbor,0.425,0.4,10,uniform,E032,2,5,line,L105,2250051636181321151,true,1.0,1.0,1.0,1.0,0.49785887,0.24185273,expectation
neighbor,0.425,0.4,10,uniform,E032,3,6,line,L042,9305075733112308375,true,1.0,1.0,1.0,1.0,0.57420882,0.3735743,work
neighbor,0.425,0.4,10,uniform,E033,1,7,line,L035,2334393918895814645,true,1.0,1.0,1.0,1.0,0.58995538,0.35108554,relationship
neighbor,0.425,0.4,10,uniform,E033,2,7,line,L082,954997009096998732,true,1.0,1.0,1.0,1.0,0.42878421,0.27164553,self
neighbor,0.425,0.4,10,uniform,E033,3,6,line,L106,15871875286480241601,true,1.0,1.0,1.0,1.0,0.49865828,0.37847858,expectation
neighbor,0.425,0.4,10,uniform,E034,1,6,line,L046,1842886833937335187,true,1.0,1.0,1.0,1.0,0.56218715,0.34859445,work
neighbor,0.425,0.4,10,uniform,E034,2,6,line,L088,2770733435912147992,true,1.0,1.0,1.0,1.0,0.4435479,0.38110717,self
neighbor,0.425,0.4,10,uniform,E034,3,6,line,L117,13816464800827979821,true,1.0,1.0,1.0,1.0,0.4832939,0.37966494,daily_life
neighbor,0.425,0.4,10,uniform,E035,1,5,line,L111,14914593227553786428,true,1.0,1.0,1.0,1.0,0.43843297,0.38032982,daily_life
neighbor,0.425,0.4,10,uniform,E035,2,6,line,L111,6882861025263232741,true,1.0,1.0,1.0,1.0,0.43628085,0.38032982,daily_life
neighbor,0.425,0.4,10,uniform,E035,3,6,line,L111,10831108169839833784,true,1.0,1.0,1.0,1.0,0.49691849,0.38032982,daily_life
neighbor,0.425,0.4,10,uniform,E036,1,9,line,L117,2100214599939928499,true,1.0,1.0,1.0,1.0,0.4730362,0.21741543,daily_life
neighbor,0.425,0.4,10,uniform,E036,2,4,line,L114,4750442612808793486,true,1.0,1.0,1.0,1.0,0.46669447,0.358757,daily_life
neighbor,0.425,0.4,10,uniform,E036,3,9,line,L068,13410304871280061412,true,1.0,1.0,1.0,1.0,0.56108366,0.34173912,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E001,1,5,line,L105,10418858375838657071,true,0.79595005,0.75,1.25,1.66666667,0.45954306,0.31184876,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E001,2,5,line,L045,9586743709219150784,true,0.75,0.75,1.25,1.66666667,0.44479735,0.27583983,work
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E001,3,5,line,L102,592022256592927774,true,1.25,0.75,1.25,1.66666667,0.67227799,0.28345473,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E002,1,6,line,L014,1815355824330082398,true,1.25,0.75,1.25,1.66666667,0.49814276,0.35131283,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E002,2,5,line,L101,18076360836035844122,true,0.93446504,0.75,1.25,1.66666667,0.45774265,0.32990119,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E002,3,5,line,L033,3549279955528802194,true,1.25,0.75,1.25,1.66666667,0.50902639,0.15610312,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E003,1,9,line,L004,9795306835945811074,true,1.25,0.75,1.25,1.66666667,0.55661925,0.17748176,choice
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E003,2,5,line,L012,17565425801133371163,true,0.98904135,0.75,1.25,1.66666667,0.45609141,0.1963141,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E003,3,9,line,L004,14691705969429648236,true,0.95030877,0.75,1.25,1.66666667,0.52711788,0.17748176,choice
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E004,1,4,line,L014,7307250828110910356,true,0.82841331,0.75,1.25,1.66666667,0.46012077,0.29672754,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E004,2,5,line,L015,1221977699985596942,true,0.75,0.75,1.25,1.66666667,0.42634336,0.33712419,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E004,3,4,line,L011,14426421530041133937,true,1.25,0.75,1.25,1.66666667,0.49460933,0.38158767,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E005,1,4,line,L107,7282619217601536890,true,1.25,0.75,1.25,1.66666667,0.51433535,0.35910134,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E005,2,6,line,L067,15748930167514970636,true,0.90936642,0.75,1.25,1.66666667,0.47496179,0.35715443,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E005,3,5,line,L012,16753612837345930773,true,1.25,0.75,1.25,1.66666667,0.48708478,0.35046519,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E006,1,6,line,L055,10262907433805545832,true,0.84567647,0.75,1.25,1.66666667,0.46116804,0.31585709,failure
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E006,2,4,line,L045,18042843141699994572,true,1.25,0.75,1.25,1.66666667,0.57768486,0.29981392,work
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E006,3,4,line,L023,1163312150509658095,true,0.90137473,0.75,1.25,1.66666667,0.49999514,0.35435937,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E007,1,9,line,L071,1123868814260843555,true,1.25,0.75,1.25,1.66666667,0.55672482,0.36771435,loss
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E007,2,9,line,L022,17707032008760263518,true,0.81241604,0.75,1.25,1.66666667,0.45749242,0.29381087,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E007,3,9,line,L076,15890260528026092210,true,0.83790425,0.75,1.25,1.66666667,0.46465665,0.24737956,loss
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E008,1,1,line,L024,9089463680271204443,true,1.0,1.0,1.0,1.0,0.45418066,0.33264434,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E008,2,4,line,L101,1622075943198844954,true,0.75,0.75,1.25,1.66666667,0.42650536,0.34201367,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E008,3,3,line,L082,10835537203951822082,true,0.75846509,0.75,1.25,1.66666667,0.4420239,0.35274282,self
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E009,1,5,line,L036,15737626019537287687,true,1.25,0.75,1.25,1.66666667,0.57557845,0.35841569,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E009,2,3,line,L034,7017005612764680389,true,1.25,0.75,1.25,1.66666667,0.47160783,0.18616093,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E009,3,7,line,L045,16654790029986043526,true,1.13722174,0.75,1.25,1.66666667,0.54551964,0.33597565,work
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E010,1,6,line,L007,7474984048184739343,true,0.77121461,0.75,1.25,1.66666667,0.45563553,0.26188547,choice
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E010,2,4,line,L087,13968013845702785015,true,1.25,0.75,1.25,1.66666667,0.6279804,0.39540397,self
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E010,3,6,line,L031,2342842644922167404,true,0.92107245,0.75,1.25,1.66666667,0.4930794,0.35939074,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E011,1,6,line,L021,15445412766682343378,true,0.78568796,0.75,1.25,1.66666667,0.45114529,0.29820927,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E011,2,6,line,L082,16452615835445950093,true,0.75,0.75,1.25,1.66666667,0.44389351,0.32516403,self
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E011,3,9,line,L032,2807033777464634395,true,1.25,0.75,1.25,1.66666667,0.53023901,0.32661157,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E012,1,7,line,L082,9319747233651277781,true,0.88770621,0.75,1.25,1.66666667,0.51419189,0.36664174,self
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E012,2,5,line,L082,8099451354487219362,true,1.25,0.75,1.25,1.66666667,0.64541229,0.36664174,self
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E012,3,7,line,L022,6717569070870376100,true,1.22691949,0.75,1.25,1.66666667,0.58195648,0.24200782,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E013,1,2,line,L101,12514979856087306974,true,1.25,0.75,1.25,1.66666667,0.52363832,0.33099117,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E013,2,2,line,L101,10562541228388731142,true,1.25,0.75,1.25,1.66666667,0.52363832,0.33099117,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E013,3,2,line,L101,16840386472138250256,true,1.25,0.75,1.25,1.66666667,0.51629422,0.33099117,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E014,1,0,silence,,4994277167912552707,true,,,,,,,
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E014,2,0,silence,,17154228650628662984,true,,,,,,,
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E014,3,0,silence,,11828780811247916003,true,,,,,,,
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E015,1,9,line,L037,5108536779453357120,true,0.83735648,0.75,1.25,1.66666667,0.45500722,0.2336148,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E015,2,7,line,L004,4963155642254140804,true,0.89425374,0.75,1.25,1.66666667,0.4801776,0.34903811,choice
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E015,3,7,line,L088,16652227655731484285,true,0.83061979,0.75,1.25,1.66666667,0.46843045,0.23145982,self
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E016,1,9,line,L024,7643935400145056541,true,0.80743583,0.75,1.25,1.66666667,0.44371644,0.27476525,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E016,2,9,line,L095,17827920318451893469,true,0.97621212,0.75,1.25,1.66666667,0.48255012,0.34405922,time
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E016,3,9,line,L114,2023343022544715862,true,0.76426157,0.75,1.25,1.66666667,0.43326794,0.3460203,daily_life
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E017,1,5,line,L095,10219562820779695759,true,1.06795136,0.75,1.25,1.66666667,0.48292206,0.3584124,time
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E017,2,2,line,L064,11457425130941659040,true,1.25,0.75,1.25,1.66666667,0.48530162,0.38642203,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E017,3,7,line,L107,15934300896051240561,true,0.89384418,0.75,1.25,1.66666667,0.45115981,0.22011605,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E018,1,8,line,L118,15936931154767373137,true,0.99364122,0.75,1.25,1.66666667,0.4686331,0.27811751,daily_life
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E018,2,0,silence,,5212375706318490410,true,,,,,,,
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E018,3,8,line,L102,10842978474012102864,true,1.25,0.75,1.25,1.66666667,0.5916111,0.3536098,expectation
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E019,1,5,line,L055,2482854344084269788,true,0.79911544,0.75,1.25,1.66666667,0.43864586,0.32009608,failure
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E019,2,8,line,L013,847488523742959676,true,1.25,0.75,1.25,1.66666667,0.50304362,0.19491762,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E019,3,5,line,L043,12999710830113562700,true,0.85038848,0.75,1.25,1.66666667,0.44744407,0.2539084,work
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E020,1,8,line,L042,17570569190978810571,true,1.25,0.75,1.25,1.66666667,0.55722802,0.33421199,work
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E020,2,8,line,L068,14777161230378505879,true,0.92637275,0.75,1.25,1.66666667,0.48590655,0.33357445,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E020,3,8,line,L115,14078745486532302547,true,1.04702437,0.75,1.25,1.66666667,0.50774336,0.24053052,daily_life
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E021,1,8,line,L033,4273160823726804535,true,0.83185481,0.75,1.25,1.66666667,0.46741523,0.21012102,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E021,2,10,line,L022,4780355652012951342,true,0.77659861,0.75,1.25,1.66666667,0.46066697,0.13873288,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E021,3,10,line,L015,9564867978829526387,true,0.78659768,0.75,1.25,1.66666667,0.45536358,0.30368207,uncertainty
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E022,1,5,line,L063,7567060495963791278,true,1.25,0.75,1.25,1.66666667,0.53175611,0.23077668,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E022,2,5,line,L063,2550724108362446449,true,1.24506804,0.75,1.25,1.66666667,0.53843198,0.23077668,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E022,3,5,line,L027,10428351203441084270,true,0.75036702,0.75,1.25,1.66666667,0.51387328,0.25064178,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E023,1,6,line,L068,12225648772027476851,true,0.86598294,0.75,1.25,1.66666667,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E023,2,6,line,L068,15146102931498470855,true,0.86598294,0.75,1.25,1.66666667,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E023,3,6,line,L048,11516105883259442250,true,0.82662355,0.75,1.25,1.66666667,0.43255274,0.35975242,work
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E024,1,6,line,L068,330473171419209412,true,0.91372422,0.75,1.25,1.66666667,0.51061319,0.38063633,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E024,2,5,line,L032,16825835966078418111,true,0.92007348,0.75,1.25,1.66666667,0.51159863,0.28990894,relationship
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E024,3,6,line,L004,1150077449655025461,true,0.95759064,0.75,1.25,1.66666667,0.54731384,0.27197478,choice
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E025,1,10,line,L076,5288228495175161201,true,0.75,0.75,1.25,1.66666667,0.43309741,0.19088503,loss
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E025,2,10,line,L066,12352902315759129894,true,0.75,0.75,1.25,1.66666667,0.46094501,0.27486681,change
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E025,3,9,line,L085,17327024317641569776,true,0.97932083,0.75,1.25,1.66666667,0.45776486,0.2700306,self
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E026,1,3,line,L114,7461710069461762370,true,1.01245357,0.75,1.25,1.66666667,0.46057759,0.3418251,daily_life
neighbor,0.425,0.4,10,abstraction_bounded_weighted,E026,2,4,line,L007,18098212098119025639,true,1.08553496,0.75,1.25,1.66666667,0.46068326,0.26683279,choice
